MERAKI FLOWERS,0-0667,1-6-2021
Half-box,Product,Length,Stems,Price,Total
1,MONDIAL,60,150,0.3,45.0
,MONDIAL,70,75,0.35,26.25
1,PLAYA BLANCA,60,150,0.3,45.0
,PLAYA BLANCA,70,150,0.35,52.5
1,GOTCHA,50,50,0.25,12.5
,GOTCHA,60,50,0.3,15.0
