MERAKI FLOWERS,0-0969,17-09-2021
Half-box,Product,Length,Stems,Price,Total
1,PLAYA BLANCA,50,50,0.65,32.5
,PLAYA BLANCA,60,200,0.75,150.0
1,MONDIAL,90,200,1.0,200.0
1,MONDIAL,60,25,0.65,16.25
,MONDIAL,70,50,0.65,32.5
,MONDIAL,80,25,0.65,16.25
1,EXPLORER,80,125,0.7,87.5
,EXPLORER,90,125,0.8,100.0
